ticket_id,customer_id,timestamp,product,plan,region,customer_tenure_months,customer_age_group,ticket_channel,complaint_text,complaint_category,sub_category,sentiment,sentiment_score,urgency,priority,previous_ticket_count,same_issue_count,previous_resolution_time_hours,current_resolution_time_hours,agent_id,resolution_status,resolution_text,customer_satisfaction,refund_requested,refund_amount,service_downtime_minutes,usage_drop_percent,payment_failure_count,competitor_mentioned,churn_risk,churned,root_cause,root_cause_confidence,date,month,week,order_id,payment_id,refund_id,order_amount,order_status,payment_status,refund_status,refund_amount_synthetic,transaction_date,refund_requested_date
T00011,C11110,2026-08-21 18:47:00,Internet,Premium,Delhi NCR,8,25-34,Email,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.37,Medium,P2,8,1,8,13,AG112,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.9,False,0.0,190,0.4,0,False,Low,No,Network congestion,0.79,2026-08-21,2026-08,34,ORD-107775,PAY-207775,REF-307775,12785.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01374,C11380,2026-08-21 18:52:00,E-commerce,Premium,Chennai,54,45-54,Email,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.64,Low,P3,0,0,41,42,AG120,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.4,False,0.0,16,0.0,3,False,Low,No,Payment gateway timeout,0.86,2026-08-21,2026-08,34,ORD-107776,PAY-207776,REF-307776,12507.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00360,C10099,2026-08-21 19:00:00,Internet,Standard,Hyderabad,49,18-24,Phone,Connection drops every evening,Connectivity,Connectivity,Negative,-0.61,Low,P3,0,0,19,31,AG121,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,4.4,False,0.0,196,12.8,2,False,Low,No,Network congestion,0.8,2026-08-21,2026-08,34,ORD-107777,PAY-207777,REF-307777,13955.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01622,C11475,2026-08-21 19:22:00,E-commerce,Enterprise,Lucknow,52,18-24,Chat,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.37,High,P1,9,5,98,83,AG103,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.8,False,0.0,30,0.0,6,False,Medium,No,Payment gateway timeout,0.89,2026-08-21,2026-08,34,ORD-107778,PAY-207778,REF-307778,6496.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04902,C10331,2026-08-21 19:43:00,Credit Card,Basic,Bengaluru,62,45-54,Chat,The refund was marked complete but money is not in my account,Refund,Refund,Negative,-0.58,Medium,P2,9,2,10,13,AG113,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,3.2,False,0.0,22,19.6,0,True,Medium,No,Refund API delay,0.81,2026-08-21,2026-08,34,ORD-107779,PAY-207779,REF-307779,4044.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T02279,C11459,2026-08-21 19:58:00,Mobile App,Basic,Pune,36,45-54,Social Media,Wallet top-up failed but money was deducted,Wallet,Wallet,Negative,-0.28,High,P1,1,1,11,9,AG102,Resolved,Investigated wallet issue; balance cache inconsistency identified and corrective action applied.,4.0,False,0.0,25,14.9,0,False,Low,No,Balance cache inconsistency,0.96,2026-08-21,2026-08,34,ORD-107780,PAY-207780,REF-307780,7828.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T06375,C10064,2026-08-21 20:50:00,Credit Card,Basic,Ahmedabad,39,55+,Phone,I cannot make a transaction because of my card limit,Limit,Limit,Negative,-0.52,Medium,P2,1,0,13,13,AG109,Resolved,Investigated limit issue; risk policy update identified and corrective action applied.,4.2,False,0.0,8,3.9,1,False,Low,No,Risk policy update,0.78,2026-08-21,2026-08,34,ORD-107781,PAY-207781,REF-307781,2393.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01063,C10286,2026-08-21 21:10:00,Mobile App,Standard,Lucknow,30,35-44,Chat,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.43,Low,P3,2,1,6,11,AG101,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,5.0,True,3973.06,6,6.5,2,False,Low,No,Payment gateway timeout,0.76,2026-08-21,2026-08,34,ORD-107782,PAY-207782,REF-307782,3973.06,COMPLETED,FAILED,COMPLETED,3973.06,,
T00009,C10725,2026-08-21 21:27:00,Mobile App,Enterprise,Jaipur,55,25-34,Email,OTP is not arriving,OTP,OTP,Negative,-0.55,Low,P3,5,0,4,5,AG102,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,4.7,False,0.0,14,0.0,0,False,Low,No,SMS provider delay,0.86,2026-08-21,2026-08,34,ORD-107783,PAY-207783,REF-307783,10050.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T00616,C10055,2026-08-21 21:31:00,Credit Card,Basic,Jaipur,49,55+,Email,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.53,Medium,P2,1,0,13,17,AG115,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.4,False,0.0,3,0.0,3,False,Low,No,Payment gateway timeout,0.77,2026-08-21,2026-08,34,ORD-107784,PAY-207784,REF-307784,7404.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00858,C11739,2026-08-21 21:34:00,Mobile App,Standard,Chennai,66,45-54,Chat,The OTP verification screen keeps failing,OTP,OTP,Negative,-0.44,High,P1,1,1,21,24,AG115,Pending Customer,Case escalated for further investigation; suspected cause: sms provider delay.,2.4,False,0.0,30,28.2,2,True,Medium,No,SMS provider delay,0.84,2026-08-21,2026-08,34,ORD-107785,PAY-207785,REF-307785,7882.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01043,C11257,2026-08-21 21:47:00,Mobile App,Basic,Mumbai,6,18-24,Chat,I requested OTP multiple times but received nothing,OTP,OTP,Negative,-0.3,Medium,P2,3,1,7,7,AG106,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,2.6,False,0.0,20,2.1,0,False,Low,No,SMS provider delay,0.79,2026-08-21,2026-08,34,ORD-107786,PAY-207786,REF-307786,10767.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T00519,C11170,2026-08-21 21:54:00,Internet,Enterprise,Lucknow,11,55+,Phone,Internet disconnects repeatedly,Connectivity,Connectivity,Negative,-0.53,Low,P3,8,2,12,14,AG105,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.4,False,0.0,462,8.2,2,False,Low,No,Network congestion,0.9,2026-08-21,2026-08,34,ORD-107787,PAY-207787,REF-307787,7990.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01293,C10343,2026-08-21 21:59:00,Mobile App,Basic,Hyderabad,24,55+,Chat,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.74,High,P1,9,3,3,6,AG116,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.3,True,11516.81,21,0.0,5,True,Medium,No,Payment gateway timeout,0.89,2026-08-21,2026-08,34,ORD-107788,PAY-207788,REF-307788,11516.81,COMPLETED,FAILED,COMPLETED,11516.81,,
T00966,C11603,2026-08-21 22:09:00,Internet,Enterprise,Lucknow,10,55+,Email,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.66,Medium,P2,0,0,7,6,AG118,Escalated,Case escalated for further investigation; suspected cause: network congestion.,2.0,False,0.0,679,9.4,0,False,Medium,No,Network congestion,0.95,2026-08-21,2026-08,34,ORD-107789,PAY-207789,REF-307789,13891.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T05791,C11761,2026-08-21 22:19:00,Internet,Standard,Kolkata,62,25-34,Phone,I was charged the wrong amount,Billing,Billing,Negative,-0.49,Medium,P2,5,4,8,9,AG107,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,5.0,True,18268.2,22,25.7,4,False,Medium,No,Billing calculation bug,0.86,2026-08-21,2026-08,34,ORD-107790,PAY-207790,REF-307790,18268.2,COMPLETED,FAILED,COMPLETED,18268.2,,
T01201,C11171,2026-08-21 22:20:00,E-commerce,Basic,Lucknow,44,35-44,Chat,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.42,High,P1,5,5,19,15,AG119,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,2.7,True,4854.99,26,3.5,3,True,Medium,No,Payment gateway timeout,0.91,2026-08-21,2026-08,34,ORD-107791,PAY-207791,REF-307791,4854.99,COMPLETED,FAILED,COMPLETED,4854.99,,
T00923,C11797,2026-08-21 22:47:00,Mobile App,Basic,Chennai,19,55+,Email,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.23,High,P1,4,1,9,10,AG124,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.5,False,0.0,6,14.1,1,False,Low,No,Payment gateway timeout,0.82,2026-08-21,2026-08,34,ORD-107792,PAY-207792,REF-307792,11215.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00211,C11088,2026-08-21 23:14:00,Mobile App,Standard,Hyderabad,50,45-54,Social Media,OTP arrives too late and expires,OTP,OTP,Negative,-0.56,Medium,P2,2,2,25,20,AG103,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,3.0,False,0.0,3,16.6,2,False,Low,No,SMS provider delay,0.8,2026-08-21,2026-08,34,ORD-107793,PAY-207793,REF-307793,4871.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00543,C10850,2026-08-21 23:20:00,Credit Card,Standard,Mumbai,25,35-44,Social Media,I was charged twice for the same transaction,Payment,Payment,Negative,-0.61,Medium,P2,8,0,20,14,AG102,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.9,True,10558.35,30,3.1,6,True,Medium,No,Payment gateway timeout,0.86,2026-08-21,2026-08,34,ORD-107794,PAY-207794,REF-307794,10558.35,COMPLETED,FAILED,COMPLETED,10558.35,,
T01779,C11322,2026-08-21 23:25:00,Mobile App,Premium,Ahmedabad,64,55+,Social Media,OTP arrives too late and expires,OTP,OTP,Negative,-0.22,Low,P3,0,0,4,5,AG101,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,5.0,False,0.0,20,0.0,0,False,Low,No,SMS provider delay,0.85,2026-08-21,2026-08,34,ORD-107795,PAY-207795,REF-307795,6180.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T06653,C10666,2026-08-21 23:35:00,Mobile App,Standard,Lucknow,6,45-54,Email,OTP arrives too late and expires,OTP,OTP,Negative,-0.58,Medium,P2,9,3,15,12,AG120,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,4.5,False,0.0,14,21.5,2,False,Medium,No,SMS provider delay,0.95,2026-08-21,2026-08,34,ORD-107796,PAY-207796,REF-307796,13114.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08483,C11426,2026-08-22 00:22:00,Mobile App,Enterprise,Pune,7,18-24,Chat,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.57,Low,P3,5,1,14,15,AG117,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,3.6,False,0.0,8,9.3,3,False,Low,No,Gateway latency,0.8,2026-08-22,2026-08,34,ORD-107797,PAY-207797,REF-307797,2261.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01647,C10796,2026-08-22 00:26:00,Internet,Premium,Chennai,63,55+,App,Connection drops every evening,Connectivity,Connectivity,Neutral,-0.15,High,P1,2,0,10,11,AG118,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,5.0,False,0.0,181,0.9,2,False,Low,No,Network congestion,0.8,2026-08-22,2026-08,34,ORD-107798,PAY-207798,REF-307798,8321.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00204,C10444,2026-08-22 00:31:00,Mobile App,Enterprise,Pune,44,55+,App,I requested OTP multiple times but received nothing,OTP,OTP,Neutral,-0.19,Medium,P2,0,0,8,12,AG115,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,4.9,False,0.0,4,0.0,0,False,Low,No,SMS provider delay,0.8,2026-08-22,2026-08,34,ORD-107799,PAY-207799,REF-307799,3126.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T02617,C11664,2026-08-22 00:46:00,Credit Card,Premium,Jaipur,42,45-54,Chat,My card transaction was declined multiple times,Transaction,Transaction,Negative,-0.62,High,P1,2,1,9,7,AG122,Resolved,Investigated transaction issue; payment processor issue identified and corrective action applied.,3.3,False,0.0,10,17.9,6,False,Low,No,Payment processor issue,0.89,2026-08-22,2026-08,34,ORD-107800,PAY-207800,REF-307800,6609.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01378,C10196,2026-08-22 00:51:00,Credit Card,Basic,Ahmedabad,16,35-44,Email,I was charged twice for the same transaction,Payment,Payment,Negative,-0.61,Medium,P2,6,3,14,12,AG124,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.1,False,0.0,6,20.7,6,False,Medium,No,Payment gateway timeout,0.86,2026-08-22,2026-08,34,ORD-107801,PAY-207801,REF-307801,2406.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01219,C10698,2026-08-22 00:54:00,Credit Card,Standard,Jaipur,38,55+,Email,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.86,Medium,P2,9,2,20,15,AG115,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.5,True,11985.24,26,0.0,0,True,Medium,No,Payment gateway timeout,0.85,2026-08-22,2026-08,34,ORD-107802,PAY-207802,REF-307802,11985.24,COMPLETED,SUCCESS,COMPLETED,11985.24,,
T00239,C10873,2026-08-22 01:05:00,Mobile App,Standard,Ahmedabad,51,45-54,Social Media,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.86,Medium,P2,4,2,44,33,AG118,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.9,False,0.0,17,25.4,0,False,Medium,No,Payment gateway timeout,0.79,2026-08-22,2026-08,34,ORD-107803,PAY-207803,REF-307803,12211.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T00230,C10853,2026-08-22 01:06:00,Internet,Standard,Pune,23,18-24,Social Media,Connection drops every evening,Connectivity,Connectivity,Negative,-0.4,Critical,P0,9,2,20,14,AG124,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.6,False,0.0,306,14.3,1,False,Low,No,Network congestion,0.85,2026-08-22,2026-08,34,ORD-107804,PAY-207804,REF-307804,11447.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01444,C10761,2026-08-22 01:23:00,Internet,Standard,Ahmedabad,71,25-34,Email,Internet disconnects repeatedly,Connectivity,Connectivity,Negative,-0.38,Low,P3,3,1,3,6,AG122,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,4.3,False,0.0,49,0.0,0,False,Low,No,Network congestion,0.81,2026-08-22,2026-08,34,ORD-107805,PAY-207805,REF-307805,10661.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01646,C11497,2026-08-22 01:24:00,Internet,Basic,Delhi NCR,54,55+,Chat,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.62,High,P1,4,3,18,16,AG120,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.8,False,0.0,452,0.0,1,False,Low,No,Network congestion,0.9,2026-08-22,2026-08,34,ORD-107806,PAY-207806,REF-307806,3755.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00802,C10425,2026-08-22 01:40:00,Mobile App,Premium,Bengaluru,7,25-34,Chat,OTP arrives too late and expires,OTP,OTP,Negative,-0.79,Low,P3,7,3,8,9,AG116,Pending Customer,Case escalated for further investigation; suspected cause: sms provider delay.,1.3,False,0.0,28,22.0,0,False,High,Yes,SMS provider delay,0.78,2026-08-22,2026-08,34,ORD-107807,PAY-207807,REF-307807,8095.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01454,C11523,2026-08-22 01:58:00,Mobile App,Basic,Jaipur,65,45-54,Email,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.5,Medium,P2,2,2,4,7,AG111,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,1.8,True,20980.96,24,20.2,6,False,Low,No,Payment gateway timeout,0.9,2026-08-22,2026-08,34,ORD-107808,PAY-207808,REF-307808,20980.96,COMPLETED,FAILED,COMPLETED,20980.96,,
T00793,C10121,2026-08-22 02:02:00,Credit Card,Enterprise,Ahmedabad,53,45-54,Social Media,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.57,Medium,P2,6,4,10,11,AG108,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.1,False,0.0,1,19.3,0,False,Medium,No,Payment gateway timeout,0.77,2026-08-22,2026-08,34,ORD-107809,PAY-207809,REF-307809,5802.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01700,C11248,2026-08-22 02:16:00,Mobile App,Enterprise,Hyderabad,27,35-44,Email,Payment is stuck and has not been completed,Payment,Payment,Neutral,-0.17,Low,P3,7,2,33,35,AG112,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.7,True,21700.46,1,26.8,4,False,Medium,No,Payment gateway timeout,0.96,2026-08-22,2026-08,34,ORD-107810,PAY-207810,REF-307810,21700.46,COMPLETED,FAILED,COMPLETED,21700.46,,
T00501,C11708,2026-08-22 02:26:00,Mobile App,Basic,Jaipur,16,35-44,Email,I requested OTP multiple times but received nothing,OTP,OTP,Negative,-0.72,Low,P3,8,2,16,11,AG122,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,3.3,False,0.0,19,8.3,2,True,Medium,No,SMS provider delay,0.8,2026-08-22,2026-08,34,ORD-107811,PAY-207811,REF-307811,10126.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01599,C11226,2026-08-22 02:33:00,Internet,Enterprise,Hyderabad,64,35-44,App,Connection drops every evening,Connectivity,Connectivity,Negative,-0.95,Medium,P2,6,2,11,8,AG103,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.2,False,0.0,193,21.7,2,True,Medium,No,Network congestion,0.92,2026-08-22,2026-08,34,ORD-107812,PAY-207812,REF-307812,1722.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00370,C11172,2026-08-22 03:40:00,Internet,Standard,Pune,45,35-44,Chat,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.58,Medium,P2,0,0,18,14,AG123,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.2,False,0.0,71,0.0,2,False,Low,No,Network congestion,0.85,2026-08-22,2026-08,34,ORD-107813,PAY-207813,REF-307813,12249.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06453,C10926,2026-08-22 03:59:00,E-commerce,Enterprise,Jaipur,55,45-54,Chat,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.59,Low,P3,7,2,11,9,AG120,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,5.0,False,0.0,20,7.7,2,True,Medium,No,Bank API failure,0.91,2026-08-22,2026-08,34,ORD-107814,PAY-207814,REF-307814,7045.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06380,C10481,2026-08-22 04:30:00,Credit Card,Standard,Chennai,61,18-24,Chat,I do not recognize a transaction on my card,Fraud Alert,Fraud Alert,Negative,-0.31,Medium,P2,3,0,9,8,AG121,Resolved,Investigated fraud alert issue; unauthorized transaction identified and corrective action applied.,3.9,False,0.0,21,0.0,2,False,Low,No,Unauthorized transaction,0.84,2026-08-22,2026-08,34,ORD-107815,PAY-207815,REF-307815,13254.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05178,C11293,2026-08-22 04:35:00,Credit Card,Premium,Bengaluru,60,18-24,Chat,The refund was marked complete but money is not in my account,Refund,Refund,Negative,-0.75,Low,P3,6,1,12,9,AG106,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,1.8,False,0.0,30,0.0,2,False,Low,No,Refund processing queue backlog,0.93,2026-08-22,2026-08,34,ORD-107816,PAY-207816,REF-307816,8053.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01676,C11382,2026-08-22 04:54:00,Mobile App,Enterprise,Delhi NCR,34,55+,Social Media,OTP is not arriving,OTP,OTP,Negative,-0.25,Critical,P0,0,0,8,10,AG117,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,2.0,False,0.0,5,0.0,2,False,Low,No,SMS provider delay,0.82,2026-08-22,2026-08,34,ORD-107817,PAY-207817,REF-307817,8340.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02357,C11375,2026-08-22 05:00:00,E-commerce,Standard,Pune,28,45-54,Social Media,The package has been stuck at the delivery hub,Delivery,Delivery,Negative,-0.33,Low,P3,2,0,11,11,AG112,Escalated,Case escalated for further investigation; suspected cause: incorrect address routing.,1.1,False,0.0,13,4.7,1,False,Medium,No,Incorrect address routing,0.95,2026-08-22,2026-08,34,ORD-107818,PAY-207818,REF-307818,10480.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T00567,C10822,2026-08-22 05:16:00,Internet,Standard,Chennai,26,18-24,Email,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.38,Medium,P2,1,1,15,25,AG116,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,2.4,False,0.0,570,7.8,0,False,Low,No,Network congestion,0.76,2026-08-22,2026-08,34,ORD-107819,PAY-207819,REF-307819,12352.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01744,C11630,2026-08-22 05:25:00,Credit Card,Enterprise,Delhi NCR,6,45-54,Chat,I was charged twice for the same transaction,Payment,Payment,Neutral,-0.07,Medium,P2,8,2,37,27,AG107,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,5.0,True,13403.1,16,12.3,4,True,Medium,No,Payment gateway timeout,0.88,2026-08-22,2026-08,34,ORD-107820,PAY-207820,REF-307820,13403.1,COMPLETED,FAILED,COMPLETED,13403.1,,
T06360,C11558,2026-08-22 05:28:00,Credit Card,Standard,Ahmedabad,40,25-34,Chat,My refund has not arrived yet,Refund,Refund,Negative,-0.33,Low,P3,1,0,5,6,AG102,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,1.3,False,0.0,1,12.2,2,True,Low,No,Refund API delay,0.92,2026-08-22,2026-08,34,ORD-107821,PAY-207821,REF-307821,7815.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01564,C11666,2026-08-22 05:32:00,Credit Card,Enterprise,Lucknow,71,55+,Social Media,Payment is stuck and has not been completed,Payment,Payment,Neutral,0.11,High,P1,9,1,11,14,AG111,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.7,False,0.0,8,0.0,0,False,Low,No,Payment gateway timeout,0.78,2026-08-22,2026-08,34,ORD-107822,PAY-207822,REF-307822,739.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01715,C10380,2026-08-22 05:32:00,E-commerce,Enterprise,Delhi NCR,16,45-54,Social Media,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.51,Medium,P2,5,5,13,13,AG113,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.4,False,0.0,24,22.8,5,False,Medium,No,Payment gateway timeout,0.81,2026-08-22,2026-08,34,ORD-107823,PAY-207823,REF-307823,7275.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01002,C11553,2026-08-22 05:49:00,Mobile App,Standard,Bengaluru,56,45-54,App,The OTP verification screen keeps failing,OTP,OTP,Negative,-0.89,Medium,P2,3,1,24,17,AG112,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,1.6,False,0.0,23,0.0,2,False,Low,No,SMS provider delay,0.96,2026-08-22,2026-08,34,ORD-107824,PAY-207824,REF-307824,12258.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00722,C10663,2026-08-22 06:00:00,Internet,Enterprise,Delhi NCR,44,55+,Social Media,Connection drops every evening,Connectivity,Connectivity,Negative,-1.0,Medium,P2,6,4,12,10,AG112,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,3.5,False,0.0,290,28.7,1,False,Medium,No,Network congestion,0.84,2026-08-22,2026-08,34,ORD-107825,PAY-207825,REF-307825,13021.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01342,C11230,2026-08-22 06:13:00,Internet,Standard,Jaipur,56,18-24,App,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.6,Low,P3,7,1,3,4,AG122,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,5.0,False,0.0,119,0.4,0,True,Low,No,Network congestion,0.92,2026-08-22,2026-08,34,ORD-107826,PAY-207826,REF-307826,4467.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01701,C10297,2026-08-22 06:24:00,Mobile App,Basic,Chennai,16,55+,Email,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.79,Medium,P2,7,4,8,8,AG103,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,1.9,False,0.0,22,32.1,6,False,High,No,Payment gateway timeout,0.78,2026-08-22,2026-08,34,ORD-107827,PAY-207827,REF-307827,5979.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T00724,C10293,2026-08-22 06:38:00,Mobile App,Premium,Ahmedabad,1,35-44,Email,OTP is not arriving,OTP,OTP,Negative,-0.36,Medium,P2,0,0,12,12,AG100,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,4.5,False,0.0,15,51.1,0,False,Low,No,SMS provider delay,0.88,2026-08-22,2026-08,34,ORD-107828,PAY-207828,REF-307828,8407.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T01223,C11207,2026-08-22 06:39:00,Mobile App,Premium,Pune,30,35-44,App,OTP is not arriving,OTP,OTP,Negative,-0.49,High,P1,0,0,17,16,AG120,Pending Customer,Case escalated for further investigation; suspected cause: sms provider delay.,1.3,False,0.0,7,0.0,2,False,Low,No,SMS provider delay,0.79,2026-08-22,2026-08,34,ORD-107829,PAY-207829,REF-307829,6119.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02627,C10176,2026-08-22 06:55:00,E-commerce,Premium,Hyderabad,23,35-44,Chat,My order has not arrived,Delivery,Delivery,Negative,-0.54,High,P1,7,4,19,24,AG101,Resolved,Investigated delivery issue; warehouse backlog identified and corrective action applied.,3.6,False,0.0,22,0.0,2,False,Low,No,Warehouse backlog,0.81,2026-08-22,2026-08,34,ORD-107830,PAY-207830,REF-307830,2916.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T00393,C10624,2026-08-22 06:59:00,E-commerce,Basic,Jaipur,66,45-54,Social Media,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.94,Low,P3,0,0,6,7,AG106,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.7,True,22265.89,5,0.0,3,False,Low,No,Payment gateway timeout,0.78,2026-08-22,2026-08,34,ORD-107831,PAY-207831,REF-307831,22265.89,COMPLETED,FAILED,COMPLETED,22265.89,,
T01282,C11521,2026-08-22 07:02:00,Credit Card,Standard,Ahmedabad,66,45-54,Chat,I was charged twice for the same transaction,Payment,Payment,Negative,-0.38,Critical,P0,8,1,7,7,AG121,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,3.8,False,0.0,27,3.8,1,False,Low,No,Payment gateway timeout,0.92,2026-08-22,2026-08,34,ORD-107832,PAY-207832,REF-307832,6239.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
